1180102707	20240606003000	20250606000000	1	lowellsun.com	https://www.lowellsun.com/2025/06/05/france-d-day-veterans-return/	21	-1	6173	6147	0	80	7516	-2.26739640344019		
1180102707	20240606003000	20250606000000	1	dailydemocrat.com	https://www.dailydemocrat.com/2025/06/05/france-d-day-veterans-return/	21	-1	6173	6147	0	80	7516	-2.26739640344019		
1180102707	20240606003000	20250606000000	1	bostonherald.com	https://www.bostonherald.com/2025/06/05/france-d-day-veterans-return/	21	-1	6173	6147	0	80	7516	-2.26739640344019		
1180102707	20240606003000	20250606000000	1	journalgazette.net	https://www.journalgazette.net/news/world/wwii-vets-are-rock-stars-in-france-as-they-hand-over-the-duty-of-remembering/article_6a5b50ee-e3eb-590c-a2fa-2e21d239867b.html	14	-1	3465	3439	0	80	4621	-0.24968789013733		
1248117173	20250606000000	20250606000000	1	kezi.com	https://www.kezi.com/news/springfield-mother-sentenced-to-15-years-for-child-abuse/article_60aa8a61-5f32-48b4-9024-7716f6ab21fe.html	8	-1	1121	1148	0	20	1169	-18		
1248117174	20250606000000	20250606000000	1	braidwoodtimes.com.au	https://www.braidwoodtimes.com.au/story/8953315/parents-voice-concerns-over-blue-gum-schools-approach-to-children-with-disabilities/	12	3221	3166	3213	1	60	17331	-0.94970102004924		
1248117175	20250606000000	20250606000000	1	braidwoodtimes.com.au	https://www.braidwoodtimes.com.au/story/8953315/parents-voice-concerns-over-blue-gum-schools-approach-to-children-with-disabilities/	12	3072	3161	3099	0	20	17331	-0.94970102004924		
1248117176	20250606000000	20250606000000	1	braidwoodtimes.com.au	https://www.braidwoodtimes.com.au/story/8953315/parents-voice-concerns-over-blue-gum-schools-approach-to-children-with-disabilities/	12	3090	3179	3117	0	20	17331	-0.94970102004924		
1248117177	20250606000000	20250606000000	1	local10.com	https://www.local10.com/tech/2025/06/05/colombia-reports-33-drop-in-deforestation-in-early-2025-with-major-progress-in-amazon-parks/	2	88	257	267	1	30	2515	-4.73537604456825		
1248117177	20250606000000	20250606000000	1	clickorlando.com	https://www.clickorlando.com/tech/2025/06/05/colombia-reports-33-drop-in-deforestation-in-early-2025-with-major-progress-in-amazon-parks/	2	88	257	267	1	30	2515	-4.73537604456825		
1248117178	20250606000000	20250606000000	1	local10.com	https://www.local10.com/tech/2025/06/05/colombia-reports-33-drop-in-deforestation-in-early-2025-with-major-progress-in-amazon-parks/	2	88	277	290	0	40	2515	-4.73537604456825		
