1256444396	20240808	202408	2024	2024.5973											BELMED	BELGIAN	BEL					MED			1	020	020	02	1	3.0	3	1	3	-5.55555555555556	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20250808131500	https://www.clevelandjewishnews.com/jns/belgium-revokes-asylum-status-of-european-coordinator-of-samidoun/article_de1222bb-d7e6-56ee-be12-8fa4dd3fec3e.html
1256444397	20240808	202408	2024	2024.5973											BUS	INVESTOR						BUS			1	050	050	05	1	3.5	10	1	10	-0.434782608695652	0								4	Gaja, West Bengal, India	IN	IN28	70294	22.3728	88.1283	437107	4	Gaja, West Bengal, India	IN	IN28	70294	22.3728	88.1283	437107	20250808131500	https://www.dealstreetasia.com/stories/weaver-services-centrum-housing-finance-452239
1256444398	20240808	202408	2024	2024.5973	BELMED	BELGIUM	BEL					MED			BEL	BELGIUM	BEL								1	020	020	02	1	3.0	4	1	4	-5.55555555555556	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20250808131500	https://www.clevelandjewishnews.com/jns/belgium-revokes-asylum-status-of-european-coordinator-of-samidoun/article_de1222bb-d7e6-56ee-be12-8fa4dd3fec3e.html
1256444399	20240808	202408	2024	2024.5973	BUS	INVESTOR						BUS													1	050	050	05	1	3.5	10	1	10	-0.434782608695652	4	Gaja, West Bengal, India	IN	IN28	70294	22.3728	88.1283	437107	0								4	Gaja, West Bengal, India	IN	IN28	70294	22.3728	88.1283	437107	20250808131500	https://www.dealstreetasia.com/stories/weaver-services-centrum-housing-finance-452239
1256444400	20240808	202408	2024	2024.5973	USA	RICHMOND	USA								USAGOV	RICHMOND	USA					GOV			1	010	010	01	1	0.0	10	1	10	1.03092783505155	0								0								0								20250808131500	https://kicks96.com/local-news/802890
1256444401	20250709	202507	2025	2025.5178											JUD	SUPREME COURT						JUD			0	036	036	03	1	4.0	2	1	2	-0.12578616352201	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250808131500	https://freebeacon.com/democrats/dem-ags-hired-this-law-firm-to-sue-oil-companies-the-firm-then-sent-49000-to-elect-dem-ags/
1256444402	20250709	202507	2025	2025.5178											JUD	SUPREME COURT						JUD			0	036	036	03	1	4.0	2	1	2	-0.12578616352201	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250808131500	https://freebeacon.com/democrats/dem-ags-hired-this-law-firm-to-sue-oil-companies-the-firm-then-sent-49000-to-elect-dem-ags/
1256444403	20250709	202507	2025	2025.5178											JUD	SUPREME COURT						JUD			0	036	036	03	1	4.0	6	1	6	-0.12578616352201	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20250808131500	https://freebeacon.com/democrats/dem-ags-hired-this-law-firm-to-sue-oil-companies-the-firm-then-sent-49000-to-elect-dem-ags/
1256444404	20250709	202507	2025	2025.5178	BUS	COMPANY						BUS													1	015	015	01	1	0.0	5	1	5	-2.2196261682243	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20250808131500	https://www.businesstoday.in/technology/news/story/why-is-donald-trump-pushing-intel-ceo-lip-bu-tan-to-resign-488596-2025-08-08
1256444405	20250709	202507	2025	2025.5178	EDU	SCHOLAR						EDU			LEG	CONGRESS						LEG			1	020	020	02	1	3.0	2	1	2	-1.79775280898877	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250808131500	https://www.stltoday.com/news/local/column/tony-messenger/article_e9308a65-adf5-4bcf-9efd-e6a4ad54f839.html
