1258615472	20240820	202408	2024	2024.6301											JUD	HIGH COURT						JUD			0	081	081	08	2	5.0	6	1	6	-5.74712643678161	0								5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20250820154500	https://www.livelaw.in/high-court/kerala-high-court/kerala-high-court-bail-pfi-members-accused-murder-rss-leader-ks-srinivasan-301447
1258615473	20240820	202408	2024	2024.6301	CRM	CRIMINAL						CRM													1	110	110	11	3	-2.0	6	1	6	-4.54545454545455	4	Notting Hill, Kensington and Chelsea, United Kingdom	UK	UKG4	40110	51.5167	-0.216667	-2604471	0								4	Notting Hill, Kensington and Chelsea, United Kingdom	UK	UKG4	40110	51.5167	-0.216667	-2604471	20250820154500	https://www.newarkadvertiser.co.uk/national/metropolitan-police-s-policy-over-live-facial-recognition-unlawful-watchdog-153069/
1258615474	20240820	202408	2024	2024.6301	GBR	UNITED KINGDOM	GBR								CRM	CRIMINAL						CRM			1	110	110	11	3	-2.0	4	1	4	-4.54545454545455	4	Notting Hill, Kensington and Chelsea, United Kingdom	UK	UKG4	40110	51.5167	-0.216667	-2604471	4	Notting Hill, Kensington and Chelsea, United Kingdom	UK	UKG4	40110	51.5167	-0.216667	-2604471	4	Notting Hill, Kensington and Chelsea, United Kingdom	UK	UKG4	40110	51.5167	-0.216667	-2604471	20250820154500	https://www.newarkadvertiser.co.uk/national/metropolitan-police-s-policy-over-live-facial-recognition-unlawful-watchdog-153069/
1258615475	20240820	202408	2024	2024.6301	IND	KERALA	IND								INDJUD	KERALA	IND					JUD			0	081	081	08	2	5.0	2	1	2	-5.74712643678161	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20250820154500	https://www.livelaw.in/high-court/kerala-high-court/kerala-high-court-bail-pfi-members-accused-murder-rss-leader-ks-srinivasan-301447
1258615476	20240820	202408	2024	2024.6301	JUD	HIGH COURT						JUD			IND	KERALA	IND								0	081	081	08	2	5.0	2	1	2	-5.74712643678161	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20250820154500	https://www.livelaw.in/high-court/kerala-high-court/kerala-high-court-bail-pfi-members-accused-murder-rss-leader-ks-srinivasan-301447
1258615477	20240820	202408	2024	2024.6301	LEG	CONGRESS						LEG													1	020	020	02	1	3.0	2	1	2	-1.09090909090909	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								1	China	CH	CH		35	105	CH	20250820154500	https://deadline.com/2025/08/trump-white-house-tiktok-1236493001/
1258615478	20240820	202408	2024	2024.6301	MIL	ARMY						MIL			MMRMIL	MYANMAR	MMR					MIL			1	190	190	19	4	-10.0	10	1	10	-7.47252747252747	4	Bandarban, Chittagong, Bangladesh	BG	BG84	5777	22.1965	92.2262	-2737611	4	Bandarban, Chittagong, Bangladesh	BG	BG84	5777	22.1965	92.2262	-2737611	4	Bandarban, Chittagong, Bangladesh	BG	BG84	5777	22.1965	92.2262	-2737611	20250820154500	https://www.thedailystar.net/news/bangladesh/crime-justice/news/gunfire-sounds-myanmar-panic-ghumdhum-residents-3967081
1258615479	20240820	202408	2024	2024.6301	MIL	ARMY						MIL			MMRMIL	MYANMAR	MMR					MIL			1	192	192	19	4	-9.5	10	1	10	-7.47252747252747	4	Teknaf, Chittagong, Bangladesh	BG	BG84	5772	20.8624	92.3058	-2737993	4	Teknaf, Chittagong, Bangladesh	BG	BG84	5772	20.8624	92.3058	-2737993	4	Teknaf, Chittagong, Bangladesh	BG	BG84	5772	20.8624	92.3058	-2737993	20250820154500	https://www.thedailystar.net/news/bangladesh/crime-justice/news/gunfire-sounds-myanmar-panic-ghumdhum-residents-3967081
1258615480	20240820	202408	2024	2024.6301	MMRMIL	MYANMAR	MMR					MIL			MIL	ARMY						MIL			1	190	190	19	4	-10.0	10	1	10	-7.47252747252747	4	Bandarban, Chittagong, Bangladesh	BG	BG84	5777	22.1965	92.2262	-2737611	4	Bandarban, Chittagong, Bangladesh	BG	BG84	5777	22.1965	92.2262	-2737611	4	Bandarban, Chittagong, Bangladesh	BG	BG84	5777	22.1965	92.2262	-2737611	20250820154500	https://www.thedailystar.net/news/bangladesh/crime-justice/news/gunfire-sounds-myanmar-panic-ghumdhum-residents-3967081
1258615481	20250721	202507	2025	2025.5507											GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	4	1	4	2.30414746543779	0								5	Oxfordshire, Oxfordshire, United Kingdom	UK	UKK2	40127	51.7823	-1.31405	-2604914	5	Oxfordshire, Oxfordshire, United Kingdom	UK	UKK2	40127	51.7823	-1.31405	-2604914	20250820154500	https://www.oxfordmail.co.uk/news/25404578.downton-abbey-props-sold-auction-including-35k-car/
