1256335306	20240807	202408	2024	2024.5945											CHN	HENAN	CHN								1	020	020	02	1	3.0	5	1	5	0.27063599458728	0								4	Bai Yunfeng, Fujian, China	CH	CH07	13167	27.6633	117.248	10376215	4	Bai Yunfeng, Fujian, China	CH	CH07	13167	27.6633	117.248	10376215	20250807234500	http://usa.chinadaily.com.cn/a/202508/07/WS68945548a3108a99c1905afc.html
1256335307	20240807	202408	2024	2024.5945											SLV	EL SALVADOR	SLV								0	1722	172	17	4	-5.0	1	1	1	-1.06698280972139	0								1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250807234500	https://www.ncspin.com:443/you-must-be-crazy
1256335308	20240807	202408	2024	2024.5945											SLV	EL SALVADOR	SLV								0	1722	172	17	4	-5.0	1	1	1	-1.06698280972139	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20250807234500	https://www.ncspin.com:443/you-must-be-crazy
1256335309	20240807	202408	2024	2024.5945											USA	ARIZONA	USA								1	042	042	04	1	1.9	6	1	6	-2.53968253968254	0								3	Horseshoe Bend, Arizona, United States	US	USAZ		33.6387	-110.796	30185	3	Horseshoe Bend, Arizona, United States	US	USAZ		33.6387	-110.796	30185	20250807234500	https://www.boston.com/news/off-beat/2025/08/07/massachusetts-woman-medical-bills-bat-flew-into-mouth/
1256335310	20240807	202408	2024	2024.5945	AUS	VICTORIA	AUS																		0	020	020	02	1	3.0	10	1	10	-1.1611030478955	4	Liverpool Range, New South Wales, Australia	AS	AS02	5096	-31.7	149.967	-1584136	0								4	Liverpool Range, New South Wales, Australia	AS	AS02	5096	-31.7	149.967	-1584136	20250807234500	https://www.skynews.com.au/australia-news/politics/cant-get-a-fair-go-beef-farmer-rails-against-nsw-government-pressure-to-seize-more-land-for-renewables-projects/news-story/cb1692a2c81aa03af0600c64a816d0a8?nk=27ff6f9ce805cb60234d4be63ebfb59b-1754609530
1256335311	20240807	202408	2024	2024.5945	CHN	HENAN	CHN								HLH	WELFARE WORKER						HLH			1	020	020	02	1	3.0	3	1	3	0.27063599458728	4	Bai Yunfeng, Fujian, China	CH	CH07	13167	27.6633	117.248	10376215	4	Bai Yunfeng, Fujian, China	CH	CH07	13167	27.6633	117.248	10376215	4	Bai Yunfeng, Fujian, China	CH	CH07	13167	27.6633	117.248	10376215	20250807234500	http://usa.chinadaily.com.cn/a/202508/07/WS68945548a3108a99c1905afc.html
1256335312	20240807	202408	2024	2024.5945	COP	POLICE						COP													0	180	180	18	4	-9.0	10	1	10	-4.30839002267574	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250807234500	https://www.yahoo.com/news/articles/white-house-signals-increase-federal-230539647.html
1256335313	20240807	202408	2024	2024.5945	GOV	PRESIDENT						GOV			LEG	LEGISLATURE						LEG			1	020	020	02	1	3.0	12	2	12	-2.54847933662698	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250807234500	https://www.texastribune.org/2025/08/07/paxton-texas-democrats-illinois-enforce-arrest-warrants/
1256335314	20240807	202408	2024	2024.5945	GOV	PRESIDENT						GOV			LEG	LEGISLATURE						LEG			1	100	100	10	3	-5.0	16	2	16	-2.54847933662698	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250807234500	https://www.texastribune.org/2025/08/07/paxton-texas-democrats-illinois-enforce-arrest-warrants/
1256335315	20240807	202408	2024	2024.5945	HLH	WELFARE WORKER						HLH			CHN	CHINA	CHN								1	020	020	02	1	3.0	2	1	2	0.27063599458728	4	Bai Yunfeng, Fujian, China	CH	CH07	13167	27.6633	117.248	10376215	4	Bai Yunfeng, Fujian, China	CH	CH07	13167	27.6633	117.248	10376215	4	Bai Yunfeng, Fujian, China	CH	CH07	13167	27.6633	117.248	10376215	20250807234500	http://usa.chinadaily.com.cn/a/202508/07/WS68945548a3108a99c1905afc.html
