1191495374	20240807220000	20250807220000	1	ktiv.com	https://www.ktiv.com/2025/08/07/carrie-jones-convicted-first-degree-murder/	9	-1	1316	1334	0	40	1549	-12.8676470588236		
1256148468	20250807011500	20250807220000	1	ktiv.com	https://www.ktiv.com/2025/08/07/carrie-jones-convicted-first-degree-murder/	9	-1	1316	1378	0	40	1549	-12.8676470588236		
1256322770	20250807220000	20250807220000	1	theweek.com	https://theweek.com/edition/theweekus-evening-review-2025-08-07-203055	2	901	-1	919	1	30	1711	-5.12820512820512		
1256322771	20250807220000	20250807220000	1	theweek.com	https://theweek.com/edition/theweekus-evening-review-2025-08-07-203055	2	901	-1	933	0	20	1711	-5.12820512820512		
1191400236	20240807114500	20250807220000	1	theweek.com	https://theweek.com/edition/theweekus-evening-review-2025-08-07-203055	2	901	-1	933	0	20	1711	-5.12820512820512		
1250883010	20250708151500	20250807220000	1	finance-commerce.com	https://finance-commerce.com/2025/08/rochester-retail-sale-broadway-commons-sower/	3	-1	290	363	1	50	1975	0		
1256322772	20250807220000	20250807220000	1	pambazuka.org	http://www.pambazuka.org/taxonomy/term/15645	2	397	468	455	0	20	971	3.44827586206897		
1250901036	20250708171500	20250807220000	1	pambazuka.org	http://www.pambazuka.org/Live-Aid	1	117	188	175	0	20	11433	-2.54424778761062		
1250901036	20250708171500	20250807220000	1	pambazuka.org	http://www.pambazuka.org/index.php/Live-Aid	1	117	188	175	0	20	11433	-2.54424778761062		
1256322773	20250807220000	20250807220000	1	pambazuka.org	http://www.pambazuka.org/index.php/Live-Aid	1	117	188	203	0	20	11433	-2.54424778761062		
1256322773	20250807220000	20250807220000	1	pambazuka.org	http://www.pambazuka.org/taxonomy/term/15645	2	397	468	483	0	20	971	3.44827586206897		
1256322773	20250807220000	20250807220000	1	pambazuka.org	http://www.pambazuka.org/Live-Aid	1	117	188	203	0	20	11433	-2.54424778761062		
1250756738	20250708003000	20250807220000	1	aljazeera.com	https://www.aljazeera.com/economy/2025/8/7/united-states-expects-monthly-tariff-revenue-to-rise-to-50bn	2	208	-1	254	1	50	2684	1.36674259681094		
1256137762	20250807001500	20250807220000	1	abc7chicago.com	https://abc7chicago.com/post/vance-boelter-plea-man-charged-killing-former-minnesota-house-speaker-melissa-hortman-pleads-not-guilty-federal-court/17465172/	12	3440	3453	3480	1	40	3849	-8.02568218298555		
1256262727	20250807151500	20250807220000	1	abc7chicago.com	https://abc7chicago.com/post/vance-boelter-plea-man-charged-killing-former-minnesota-house-speaker-melissa-hortman-pleads-not-guilty-federal-court/17465172/	12	3440	3487	3501	0	10	3849	-8.02568218298555		
1250751662	20250708000000	20250807220000	1	abc7chicago.com	https://abc7chicago.com/post/vance-boelter-plea-man-charged-killing-former-minnesota-house-speaker-melissa-hortman-pleads-not-guilty-federal-court/17465172/	12	3471	-1	3517	0	10	3849	-8.02568218298555		
1256306480	20250807194500	20250807220000	1	abc7chicago.com	https://abc7chicago.com/post/vance-boelter-plea-man-charged-killing-former-minnesota-house-speaker-melissa-hortman-pleads-not-guilty-federal-court/17465172/	12	3471	-1	3501	0	10	3849	-8.02568218298555		
1256322774	20250807220000	20250807220000	1	mankatofreepress.com	https://www.mankatofreepress.com/news/local_news/boelter-pleads-not-guilty-to-federal-indictment-in-lawmaker-shootings/article_befc52ca-d7bd-4a3c-8e6c-0f54924536d5.html	2	78	233	166	1	60	2125	-9.91253644314865		
1256322775	20250807220000	20250807220000	1	mankatofreepress.com	https://www.mankatofreepress.com/news/local_news/boelter-pleads-not-guilty-to-federal-indictment-in-lawmaker-shootings/article_befc52ca-d7bd-4a3c-8e6c-0f54924536d5.html	2	78	251	166	0	40	2125	-9.91253644314865		
1250782492	20250708040000	20250807220000	1	mankatofreepress.com	https://www.mankatofreepress.com/news/local_news/boelter-pleads-not-guilty-to-federal-indictment-in-lawmaker-shootings/article_befc52ca-d7bd-4a3c-8e6c-0f54924536d5.html	2	78	233	216	1	100	2125	-9.91253644314865		
1256322776	20250807220000	20250807220000	1	wdrb.com	https://www.wdrb.com/news/national/trump-says-he-would-meet-with-putin-even-if-the-russian-leader-wont-meet-with/article_48ecd760-205f-5096-b697-8dbfd8c604b6.html	3	-1	517	466	1	30	7153	-1.53714773697694		
1256185273	20250807064500	20250807220000	1	13newsnow.com	https://www.13newsnow.com/article/news/local/north-carolina/nc-north-carolina-gov-stein-budget-bill-vetoes-helping-school-choice/291-17dbcbaa-4a49-4baa-80e5-600a1881c35d	21	-1	3810	3795	1	40	4685	-1.20805369127516		
1254930920	20250731000000	20250807220000	1	abcnews4.com	https://abcnews4.com/news/nation-world/judge-orders-temporary-halt-to-construction-at-alligator-alcatraz-detention-center-local-news-near-me-crime-law-public-safety	12	-1	3994	3988	0	20	4577	-3.9381153305204		
1254930920	20250731000000	20250807220000	1	reporterherald.com	https://www.reporterherald.com/2025/08/07/alligator-alcatraz-construction-order/	21	-1	6883	6877	0	20	7483	-3.71329879101899		
1254930920	20250731000000	20250807220000	1	myfox28columbus.com	https://myfox28columbus.com/news/nation-world/judge-orders-temporary-halt-to-construction-at-alligator-alcatraz-detention-center-local-news-near-me-crime-law-public-safety	12	-1	3994	3988	0	20	4577	-3.9381153305204		
1254930920	20250731000000	20250807220000	1	nbc16.com	https://nbc16.com/news/nation-world/judge-orders-temporary-halt-to-construction-at-alligator-alcatraz-detention-center-local-news-near-me-crime-law-public-safety	12	-1	3994	3988	0	20	4577	-3.9381153305204		
1254930920	20250731000000	20250807220000	1	mankatofreepress.com	https://www.mankatofreepress.com/news/state_national_news/judge-orders-temporary-halt-to-construction-at-floridas-alligator-alcatraz-detention-center/article_4b99b89a-6e7f-5b12-ab80-894bff0b5ea3.html	13	-1	3991	3985	0	20	4577	-3.79213483146068		
1254929114	20250731000000	20250807220000	1	wdrb.com	https://www.wdrb.com/news/national/trump-says-he-would-meet-with-putin-even-if-the-russian-leader-wont-meet-with/article_48ecd760-205f-5096-b697-8dbfd8c604b6.html	3	-1	477	467	0	20	7153	-1.53714773697694		
1254939265	20250731010000	20250807220000	1	myfox28columbus.com	https://myfox28columbus.com/news/nation-world/judge-orders-temporary-halt-to-construction-at-alligator-alcatraz-detention-center-local-news-near-me-crime-law-public-safety	12	-1	3994	4011	0	20	4577	-3.9381153305204		
1254939265	20250731010000	20250807220000	1	abcnews4.com	https://abcnews4.com/news/nation-world/judge-orders-temporary-halt-to-construction-at-alligator-alcatraz-detention-center-local-news-near-me-crime-law-public-safety	12	-1	3994	4011	0	20	4577	-3.9381153305204		
1254939265	20250731010000	20250807220000	1	reporterherald.com	https://www.reporterherald.com/2025/08/07/alligator-alcatraz-construction-order/	21	-1	6883	6900	0	20	7483	-3.71329879101899		
1254939265	20250731010000	20250807220000	1	nbc16.com	https://nbc16.com/news/nation-world/judge-orders-temporary-halt-to-construction-at-alligator-alcatraz-detention-center-local-news-near-me-crime-law-public-safety	12	-1	3994	4011	0	20	4577	-3.9381153305204		
